Date,DFII10,T10YIE,gold_oil_ratio,gold_copper_ratio,gold_log_ret,sp500_log_ret,gold_egarch_vol,sp500_egarch_vol
2008-10-06,2.21,1.27,9.824621753706005,344.5287659543594,0.0399674701812831,-0.039279269706542,0.023001021850226667,0.034407139146476876
2008-10-07,2.32,1.18,9.753498203712125,345.21516430173625,0.0180350783167213,-0.0591077911819635,0.024661416452635247,0.0372011189218627
2008-10-08,2.69,1.03,10.152894958629725,381.61842951010595,0.0277311636740797,-0.0113974069255178,0.024529686758218695,0.04314766070881417
2008-10-09,2.79,1.05,10.19863740541013,364.3151677196984,-0.0223948453942401,-0.079224063313136,0.02512872143729349,0.04012034157833102
2008-10-10,2.97,0.92,11.009009755609961,396.6612493928978,-0.0318691924949785,-0.0118289764721506,0.024857868620738275,0.049425228379702354
2008-10-13,,,10.332553260107186,360.35223353549753,-0.0194776853791953,0.1095719675953388,0.025102037791215222,0.045559876662274644
2008-10-14,3.05,1.03,10.635889825833813,347.08446904986306,-0.0031041531637123,-0.005336349813537,0.024682586368375458,0.041664043465278223
2008-10-15,3.02,1.02,11.208746843816552,375.7589363539811,-0.0009570377555583,-0.0946951248842351,0.02346450826311464,0.037936473781036775
2008-10-16,3.02,0.97,11.474588654385581,381.84850344917515,-0.0415453759858399,0.0416288222909413,0.02222470459668201,0.050979412038393
2008-10-17,2.87,1.11,10.926930998735017,359.97247943407456,-0.0206739049421535,-0.0062322059327275,0.02318274746425361,0.04555217098288114
2008-10-20,2.76,1.15,10.607407078598484,371.6847527996463,0.0031792486594675,0.0465828773252319,0.022961696448701066,0.04140910801042391
2008-10-21,2.63,1.13,10.80688365329293,381.71399463623527,-0.0276776381121308,-0.0312839925360703,0.02188334976152966,0.03739653483116213
2008-10-22,2.59,1.06,10.9857676073853,396.1642393632433,-0.0437577992017459,-0.0629530796878512,0.022121272115701095,0.0383614229348255
2008-10-23,2.67,0.96,10.51444614236469,397.2709395046232,-0.0276528062825134,0.0125548978458178,0.023208168354038966,0.04482608168514454
2008-10-24,3.02,0.74,11.365548842454968,435.2835799055976,0.0219087911566484,-0.0351207779512554,0.02334976880409916,0.03996075753502613
2008-10-27,3.02,0.77,11.732046787182618,415.285558041641,0.0171340018735106,-0.0322797893201292,0.02359882682628779,0.04118160879284446
2008-10-28,3.06,0.83,11.785429510408262,401.46617984308523,-0.0032410891492435,0.102457358473937,0.02347723370428174,0.04174417039663671
2008-10-29,3.05,0.88,11.152592411747685,363.40814140436885,0.0180957960042187,-0.0111409071775172,0.02235001164470285,0.038308146396401746
2008-10-30,3.06,0.94,11.176470928432323,390.3627333260699,-0.0209403297013555,0.0254766502363734,0.022388104246545405,0.03592201780325663
2008-10-31,3.14,0.87,10.570712484889725,388.7201707356319,-0.0280623977234881,0.0152485458986006,0.022237047742040633,0.03242800769842539
2008-11-03,3.09,0.87,11.350336819683719,394.7755286129222,0.0119264158739795,-0.0025322482950489,0.022469994927129665,0.029286894428031895
2008-11-04,2.88,0.93,10.71884323102971,387.4935979539262,0.0413181156747315,0.0400144784573894,0.022048980985094235,0.02681086814066808
2008-11-05,2.76,0.97,11.35221980319668,408.6548971918458,-0.0196359909839189,-0.0541152589311639,0.02389237058142323,0.02467327322813567
2008-11-06,2.81,0.94,12.032252866531232,424.4992896233519,-0.0137183483611567,-0.0515712082795198,0.023567312704082598,0.032034372221156106
2008-11-07,2.86,0.97,12.011795563727128,433.2053260104669,0.002731495780071,0.0284461819721002,0.022961705143744494,0.03747555600533368
2008-11-10,2.84,0.98,11.946803034912273,426.910947078038,0.01677069801267,-0.012733896186857,0.021851940013275242,0.03380386851172072
2008-11-11,,,12.337771404160893,445.66208881233365,-0.0184087166658875,-0.0222872002529426,0.02182764447966631,0.03228414911057464
2008-11-12,2.79,0.96,12.779558656642399,435.1015500531943,-0.0197288425167423,-0.0532888659457206,0.021584679009652174,0.032501837802716864
2008-11-13,2.95,0.89,12.103365454995973,436.4706007749563,-0.0179956880299512,0.0669225907896873,0.021427129418045646,0.038187731201394653
2008-11-14,2.87,0.85,13.015427989096814,436.32089276019553,0.0518322309426935,-0.0425934906208667,0.021190738577190095,0.03484650982796625
2008-11-17,2.85,0.83,13.501365134000698,449.77266980168906,-0.0006737182543474,-0.0261493499935987,0.02396321984997861,0.0381584233277295
2008-11-18,2.92,0.61,13.469387457381856,442.6586031725086,-0.0126146790834793,0.0097902904854407,0.02267476110406236,0.038163106669629104
2008-11-19,2.98,0.4,13.724357312071199,461.52401975681903,0.0044944560888566,-0.0631054959842067,0.022075330724098473,0.034192214442455966
2008-11-20,3.06,0.04,15.086658438134366,477.27124995781884,0.0171104897490259,-0.0694818454127768,0.021150656962769174,0.041473226999529295
2008-11-21,3.15,0.05,15.856198825718073,503.9465450666134,0.0559777847387792,0.0613280011150667,0.021200814340528708,0.04860351513261124
2008-11-24,3.11,0.24,15.034862833285551,491.83674681428204,0.0343898473116723,0.0627142308145565,0.024320280813280432,0.04373564698795177
2008-11-25,2.79,0.32,16.119756096809606,497.2053527722207,-0.0012211504389476,0.0065294136139666,0.025442987615257574,0.03957602333805697
2008-11-26,2.68,0.31,14.851212718498108,484.7122352042188,-0.0121705654517096,0.0347184014223822,0.024078087802569863,0.035375907208125834
2008-11-28,2.6,0.33,14.995407084894289,502.7410024521061,0.0094787589104754,0.0095969139188065,0.02335787195074308,0.03205790436326224
2008-12-01,2.38,0.34,15.718344049784278,483.0682703085309,-0.0523127023652687,-0.0935365216382093,0.02269868656956808,0.02890301868156294
2008-12-02,2.26,0.42,16.63756394857567,494.96355511169577,0.00861244781633,0.0391636639764225,0.02421476129959737,0.04423461780614981
2008-12-03,2.14,0.53,16.43086071276056,501.3368175977326,-0.0161283416006474,0.0255080479198142,0.023433578298874866,0.03974448090696643
2008-12-04,1.98,0.57,17.490268372306083,526.0330414977218,-0.0065248829686082,-0.0297464997738421,0.022960556859056975,0.035729667708842866
2008-12-05,2.23,0.44,18.39009984672975,553.8745309488426,-0.017566307735926,0.0358490909415376,0.022033351803361412,0.03668524786243943
2008-12-08,2.47,0.3,17.55662412463125,519.2151563879844,0.0222685585533337,0.0376688834667859,0.021732486033198887,0.03320290272189498
2008-12-09,2.41,0.26,18.359877109984605,543.3697094849001,0.006494372535565,-0.0233889444763262,0.02212518922706895,0.030208293542026268
2008-12-10,2.44,0.25,18.54549556747434,549.4213652425796,0.0439449639187934,0.0118240075055098,0.0213387299130205,0.030902021101251752
2008-12-11,2.35,0.29,17.192580914635297,554.9276896430105,0.0218146503818674,-0.0289387624957644,0.02345084622453102,0.02792311320409266
2008-12-12,2.43,0.17,17.694469447142538,582.4324422905378,-0.0073001903736935,0.007003831230512,0.023685577421243668,0.029893075386877535
2008-12-15,2.43,0.1,18.768817252682524,603.1769170876577,0.0199486751980906,-0.0127668304114845,0.0227469091537594,0.02699189105886896
2008-12-16,2.21,0.16,19.305046827160435,621.4100980693288,0.007512989432886,0.0500848157885922,0.022893745209284284,0.026391899849713463
2008-12-17,1.86,0.34,21.655016731436845,644.0237551280128,0.0301918411006552,-0.0096391700156122,0.022126554399316968,0.024421292665319144
2008-12-18,1.85,0.23,23.73274286624252,677.1169467998856,-0.0091483754543144,-0.021389823129045,0.02309214699440207,0.023658534962955863
2008-12-19,1.98,0.15,24.694421340140245,640.919584698569,-0.0273601396227638,0.0029325919817235,0.022287893581830174,0.02493184237438983
2008-12-22,2.01,0.15,21.20270647562785,642.5208747047036,0.0116487559677356,-0.0184715766863368,0.022480109739013994,0.022614807748715684
2008-12-23,2.03,0.15,21.477681427366175,668.1564231353166,-0.0106927475590445,-0.0097649849842316,0.0220383243224292,0.023532569302274268
2008-12-24,2.07,0.13,23.963225237649716,679.038087728103,0.0117557174641218,0.0057644963577896,0.021385315338941117,0.022902821033311274
2008-12-26,2.03,0.13,23.081411974164048,682.9344966239312,0.0271341815341736,0.0053418816207164,0.021027427034000835,0.020866752916101388
2008-12-29,2.02,0.11,21.854072103496684,674.325321127479,0.0048137069133504,-0.0038801175284808,0.021840003284112584,0.01907104332234947
2008-12-30,2.02,0.09,22.2726111960342,665.1109108784265,-0.0060783350216233,0.0241140188632202,0.020954036983727695,0.018065938456041496
2008-12-31,2.14,0.11,19.811659323231627,633.4050090804153,0.016316167873092,0.0140590481602069,0.020142231618395453,0.01681047498113638
2009-01-02,2.29,0.17,18.964177490273304,608.5872467524963,-0.005447117295855,0.0311188162544624,0.020204308549259448,0.015583853447812726
2009-01-05,2.34,0.15,17.56197476110078,594.452145283549,-0.0248860487798783,-0.0046792884475959,0.01941161762208381,0.014690174295825264
2009-01-06,2.09,0.42,17.813915022556813,552.6181563514344,0.0095205781620792,0.0077867374137605,0.019676565944443728,0.014313762752269288
2009-01-07,2.05,0.47,19.73023585530781,562.7968902688291,-0.0284813260600458,-0.0304691202205731,0.019274298635053734,0.013291870517346214
2009-01-08,1.97,0.5,20.47721843623944,583.6636978149745,0.0151035895627611,0.0033913156919744,0.019740550418479986,0.01793239975676228
2009-01-09,1.87,0.56,20.923339443575557,552.7660728905201,0.0004682863638416,-0.0215332142932025,0.019741036667222985,0.016457607523817558
2009-01-12,1.75,0.59,21.822292749751295,556.135575955026,-0.0406122937411197,-0.0228225876286689,0.01869208066642777,0.01876621924490065
2009-01-13,1.74,0.59,21.707252569720712,535.138636395105,-0.0002438578547767,0.0017565152157663,0.019862544853635918,0.020979994156489674
2009-01-14,1.79,0.45,21.67918558666526,548.6761608944986,-0.0146166865244019,-0.034032464490183,0.018833032347606485,0.019130695692898027
2009-01-15,1.78,0.45,22.788134955793694,560.7924824478104,-0.0018577006733595,0.0013282991669525,0.018600162739872382,0.02342624201261673
2009-01-16,1.81,0.55,22.98822312730589,554.5424522914727,0.0396163294694948,0.0075331315563733,0.017735055139557983,0.021276868328558782
2009-01-20,1.82,0.58,22.059884836323008,573.5570269235379,0.0180652980976185,-0.0542620146239132,0.019789342633653024,0.01945677998273514
2009-01-21,1.98,0.58,19.50861057335996,598.7314713777997,-0.0058678728903753,0.0425720580691937,0.020005842283863973,0.02807211808110826
2009-01-22,1.97,0.65,19.651936070318317,621.433733621024,0.0100715650296931,-0.0152784464408783,0.01924771367504112,0.025802471306113208
2009-01-23,1.93,0.72,19.26619247416973,614.2710116701602,0.0423216572241216,0.0053632502830929,0.0189143730937021,0.025764299971615934
2009-01-26,1.92,0.78,19.866608552246046,577.9261988344183,0.014636043830686,0.0055378501548499,0.021093828423477786,0.02337054977800436
2009-01-27,1.77,0.82,21.625780967028465,611.7006766708398,-0.0102893951213642,0.0108663295344824,0.020965988597447964,0.02127489144756973
2009-01-28,1.81,0.9,21.06499000949241,599.8649009681195,-0.0124211709406214,0.03300683868264,0.020366247758322048,0.019492426934207843
2009-01-29,1.83,1.04,21.841216350875573,624.2068591871965,0.0189610860850004,-0.0336810644666734,0.01991621413634625,0.01817222681323076
2009-01-30,1.73,1.14,22.248080158430746,634.2681121268544,0.0242317167828813,-0.023052821010677,0.020190624558790202,0.022565901059699287
2009-02-02,1.69,1.07,22.622254760090957,636.9512112828352,-0.0224654765269693,-0.0005329099748898,0.020842758521819413,0.02428062556139402
2009-02-03,1.76,1.13,21.873468040731016,588.7788834472274,-0.0163455155351428,0.0157099384429457,0.020879919833864932,0.022140053248141812
2009-02-04,1.78,1.17,22.36111067485136,591.6010149685093,0.01070480306696,-0.0075176974397948,0.020596228773092622,0.0203079251486634
2009-02-05,1.84,1.11,22.19091610927176,611.5127183708382,0.013221876531853,0.0162331886007587,0.02021670384148913,0.01972339933409824
2009-02-06,1.82,1.23,22.750810706299255,563.2665988563549,0.0003283708134835,0.0265406819353977,0.0200462502697117,0.018185457041017875
2009-02-09,1.66,1.41,22.558139368937624,555.4933134089708,-0.023806693076172,0.0014840917192797,0.018976051334462535,0.01694388511354635
2009-02-10,1.65,1.25,24.332890300174522,581.9745106250022,0.0235878134484393,-0.0503686694941487,0.01921417931593872,0.015560027105803263
2009-02-11,1.66,1.12,26.26043472053945,615.2542136480645,0.0324119629937964,0.0079234772233904,0.01988761392870042,0.024346644436463092
2009-02-12,1.61,1.14,27.91347889281273,620.1372966778215,0.004967523016699,0.0017376553579211,0.021194306882350675,0.02215763159122406
2009-02-13,1.68,1.21,25.099974463595675,613.3550621973511,-0.0074074412778619,-0.0100480083891145,0.020363393714955304,0.02016693861604824
2009-02-17,1.53,1.11,27.683939065317272,680.7461969258522,0.026724147356087,-0.0466294998181044,0.01965870231464127,0.020004578391437152
2009-02-18,1.63,1.11,28.24090243707595,682.0369564584655,0.0110043915437882,-0.0009508174782455,0.020540224759247553,0.02676004755970293
2009-02-19,1.73,1.12,24.72391050921088,664.9182148783095,-0.0016378718280085,-0.0120968968984955,0.020186225925213287,0.024371721837380393
2009-02-20,1.67,1.11,25.726759710408235,708.486537106799,0.0259886335693444,-0.0114785922636162,0.019204232451822834,0.02400669196665192
2009-02-23,1.7,1.08,25.874089779359846,693.3426212149492,-0.0072130270043944,-0.0353153174902249,0.02006232524064017,0.02358956663887245
2009-02-24,1.82,0.98,24.251751696423405,653.032342830501,-0.0259728411860304,0.0393200492217262,0.019368202443823077,0.027384785828742694
2009-02-25,1.98,0.97,22.722353228400735,634.4941134341433,-0.0035145409345176,-0.0107150254379186,0.01969391476200776,0.02516638141232565
2009-02-26,2.02,0.96,20.82706683700361,601.7891075772012,-0.0250603147654056,-0.0159056768457634,0.01883866340495264,0.024478262244531864
2009-02-27,2.06,0.96,21.034406508166956,616.9724678103676,-0.0003185767508631,-0.023846484170293,0.01915290381741275,0.024718521556600308
2009-03-02,2.0,0.91,23.387296745051486,622.8855504665689,-0.0026588688889441,-0.0477418887510729,0.018174505264072896,0.026267003296766914
2009-03-03,2.02,0.91,21.91836713011497,571.9925122223137,-0.0281891068938149,-0.0064273780383512,0.017377559328522,0.03200725818556044
2009-03-04,2.09,0.92,19.96474170725772,537.5259484776822,-0.0075870662714683,0.0234753583099154,0.017961756599848083,0.029760544146630236
2009-03-05,1.98,0.85,21.256592227149866,563.1834656283629,0.0229142595228752,-0.0434633021856969,0.017427190353980847,0.027059404889533834
2009-03-06,2.02,0.81,20.696396443582582,560.6069375052493,0.0161578345742539,0.0012153143959858,0.018176838455916715,0.031823129278854466
2009-03-09,2.06,0.83,19.49649496827893,563.178885844177,-0.0262408470133745,-0.0100742451303066,0.01836321038420299,0.028606601390877735
2009-03-10,2.15,0.84,19.59308671021536,534.8462118284662,-0.0243766956621422,0.0617186323188923,0.018773622226610984,0.027369653950806552
2009-03-11,2.03,0.92,21.50720493818082,563.3663321257737,0.0163902327243263,0.0024428307358475,0.019056064963548024,0.02540669439996797
2009-03-12,1.88,1.01,19.640655670475038,571.0664866526495,0.0145032666250095,0.0399210748684524,0.0191990618447531,0.023025153796183976
2009-03-13,1.87,1.02,20.103783519847973,560.6270801248891,0.0065821393138927,0.0077092350090426,0.019192669803373467,0.0213589503242656
2009-03-16,1.88,1.09,19.463569277402055,529.8073879466973,-0.0088582326771469,-0.003522120560965,0.018612063786201477,0.019531013362845108
2009-03-17,1.9,1.12,18.641172238781117,533.5662530885097,-0.0056582862300604,0.0316342594529892,0.01809881844474971,0.018416385930731603
2009-03-18,1.28,1.23,18.46073999739453,520.0117125045803,-0.0306932427403552,0.0206433917769155,0.017457564646247117,0.01720630181158507
2009-03-19,1.31,1.3,18.568106499901102,532.9810898129296,0.0754011341312432,-0.0130641279992342,0.018172000876040647,0.016009744164962144
2009-03-20,1.43,1.22,18.719153194009476,534.713272752118,-0.0026121952389761,-0.0199674289511841,0.0233432028700822,0.016864368254925585
2009-03-23,1.4,1.28,17.697025819473918,519.7052219784968,-0.0038786277232096,0.0683663873577362,0.022193973976128233,0.018827390336889877
2009-03-24,1.36,1.32,17.10448306081474,513.3722644748153,-0.0307158500918225,-0.0206263610965988,0.021187147561348475,0.01799457084177976
2009-03-25,1.44,1.37,17.725980979718635,520.5342226509717,0.0130200758344232,0.0095803322450178,0.02163645668764074,0.019919358659175684
2009-03-26,1.3,1.46,17.29112942487156,508.029200121433,0.0044799554093772,0.0230526022398303,0.02135288778588955,0.018283360443414488
2009-03-27,1.38,1.4,17.62122911757344,503.40877342647804,-0.0178249922984417,-0.0205247173858955,0.020476670012576092,0.0169906986904008
2009-03-30,1.39,1.34,18.911382005487457,519.8750600023462,-0.0081588703882866,-0.0354393234278207,0.02029738608592425,0.019037640833826183
2009-03-31,1.43,1.28,18.578332227562747,501.685689115913,0.0077253805469146,0.0130441683777569,0.019635161368452517,0.02363239836256879
2009-04-01,1.37,1.31,19.13825144176481,501.81521507151655,0.0037864491525123,0.0164210431797426,0.01910656511028872,0.02158854232632936
2009-04-02,1.44,1.33,17.237842608951496,480.61441679759906,-0.0203987996786159,0.0283222259613058,0.018333027254125514,0.019830905459724994
2009-04-03,1.53,1.38,17.055798975690912,447.91195766630483,-0.0130895366707841,0.0096847222944695,0.01843563743674931,0.018417380381313214
2009-04-06,1.52,1.43,17.07149878598472,444.9833993838611,-0.0272779925045165,-0.0083672756166803,0.01815080913521912,0.01695770860344696
2009-04-07,1.61,1.32,17.94913499122736,443.0939162609549,0.0122029365477978,-0.0241436693176488,0.018631674794928874,0.016912669546910414
2009-04-08,1.57,1.29,17.91818486541682,442.8428310260847,0.0029428154638235,0.0117145570868482,0.018495202233154522,0.019643958288754117
2009-04-09,1.62,1.34,16.887442263821214,426.0806839372081,-0.0029428154638235,0.0373470906207336,0.017702754911610382,0.01806436270403254
2009-04-13,1.55,1.33,17.87612439251612,420.9362632141158,0.014069678689391,0.0025301658560268,0.016951074731906282,0.016960651560466493
